Domain,Area,Year,Unit,Value,Flag Description
Fertilizers by Product,Latvia,2009,t,9084.0,Official figure
Fertilizers by Product,Latvia,2010,t,4699.0,Official figure
Fertilizers by Product,Latvia,2012,t,4748.0,Official figure
Fertilizers by Product,Latvia,2013,t,6914.0,Official figure
Fertilizers by Product,Latvia,2014,t,3841.0,Official figure
Fertilizers by Product,Latvia,2015,t,4243.0,Official figure
Fertilizers by Product,Latvia,2016,t,3929.0,Official figure
Fertilizers by Product,Latvia,2017,t,6418.0,Official figure
Fertilizers by Product,Latvia,2018,t,6406.0,Official figure
Fertilizers by Product,Latvia,2019,t,9852.0,Official figure
Fertilizers by Product,Latvia,2020,t,12274.0,Official figure
Fertilizers by Product,Latvia,2021,t,11363.0,Official figure
Fertilizers by Product,Latvia,2002,t,252.0,Imputed value
Fertilizers by Product,Latvia,2003,t,3300.0,Imputed value
Fertilizers by Product,Latvia,2005,t,146.0,Imputed value
Fertilizers by Product,Latvia,2006,t,238.0,Imputed value
Fertilizers by Product,Latvia,2009,t,138.0,Official figure
Fertilizers by Product,Latvia,2002,t,4714.0,Imputed value
Fertilizers by Product,Latvia,2003,t,10392.0,Imputed value
Fertilizers by Product,Latvia,2005,t,8851.0,Imputed value
Fertilizers by Product,Latvia,2006,t,7140.0,Imputed value
Fertilizers by Product,Latvia,2007,t,12.0,Official figure
Fertilizers by Product,Latvia,2009,t,168.0,Official figure
Fertilizers by Product,Latvia,2002,t,3719.0,Imputed value
Fertilizers by Product,Latvia,2003,t,26423.0,Imputed value
Fertilizers by Product,Latvia,2005,t,49018.0,Imputed value
Fertilizers by Product,Latvia,2006,t,79406.0,Imputed value
Fertilizers by Product,Latvia,2007,t,105896.0,Official figure
Fertilizers by Product,Latvia,2008,t,92952.0,Official figure
Fertilizers by Product,Latvia,2009,t,72196.0,Official figure
Fertilizers by Product,Latvia,2010,t,107669.0,Official figure
Fertilizers by Product,Latvia,2011,t,112652.0,Official figure
Fertilizers by Product,Latvia,2012,t,131702.0,Official figure
Fertilizers by Product,Latvia,2013,t,157503.0,Official figure
Fertilizers by Product,Latvia,2014,t,144614.0,Official figure
Fertilizers by Product,Latvia,2015,t,158660.0,Official figure
Fertilizers by Product,Latvia,2016,t,176011.0,Official figure
Fertilizers by Product,Latvia,2017,t,162308.0,Official figure
Fertilizers by Product,Latvia,2018,t,149752.0,Official figure
Fertilizers by Product,Latvia,2019,t,164143.0,Official figure
Fertilizers by Product,Latvia,2020,t,177202.0,Official figure
Fertilizers by Product,Latvia,2021,t,186126.0,Official figure
Fertilizers by Product,Latvia,2014,t,828.0,Official figure
Fertilizers by Product,Latvia,2015,t,1677.0,Official figure
Fertilizers by Product,Latvia,2016,t,2215.0,Official figure
Fertilizers by Product,Latvia,2017,t,2127.0,Official figure
Fertilizers by Product,Latvia,2018,t,1918.0,Official figure
Fertilizers by Product,Latvia,2019,t,1002.0,Official figure
Fertilizers by Product,Latvia,2020,t,1564.0,Official figure
Fertilizers by Product,Latvia,2021,t,1419.0,Official figure
Fertilizers by Product,Latvia,2002,t,9928.0,Imputed value
Fertilizers by Product,Latvia,2003,t,799.0,Imputed value
Fertilizers by Product,Latvia,2005,t,12122.0,Imputed value
Fertilizers by Product,Latvia,2006,t,12285.0,Imputed value
Fertilizers by Product,Latvia,2007,t,4112.0,Imputed value
Fertilizers by Product,Latvia,2008,t,512.0,Imputed value
Fertilizers by Product,Latvia,2002,t,100.0,Imputed value
Fertilizers by Product,Latvia,2005,t,62.0,Imputed value
Fertilizers by Product,Latvia,2006,t,30.0,Imputed value
Fertilizers by Product,Latvia,2002,t,15477.0,Imputed value
Fertilizers by Product,Latvia,2003,t,13104.0,Imputed value
Fertilizers by Product,Latvia,2007,t,669.0,Official figure
Fertilizers by Product,Latvia,2008,t,177.0,Official figure
Fertilizers by Product,Latvia,2009,t,336.0,Official figure
Fertilizers by Product,Latvia,2010,t,178.0,Official figure
Fertilizers by Product,Latvia,2012,t,1034.0,Official figure
Fertilizers by Product,Latvia,2013,t,1719.0,Official figure
Fertilizers by Product,Latvia,2014,t,2973.0,Official figure
Fertilizers by Product,Latvia,2015,t,3636.0,Official figure
Fertilizers by Product,Latvia,2016,t,4468.0,Official figure
Fertilizers by Product,Latvia,2017,t,5165.0,Official figure
Fertilizers by Product,Latvia,2018,t,5324.0,Official figure
Fertilizers by Product,Latvia,2019,t,6855.0,Official figure
Fertilizers by Product,Latvia,2020,t,8247.0,Official figure
Fertilizers by Product,Latvia,2021,t,6725.0,Official figure
Fertilizers by Product,Latvia,2002,t,37.0,Imputed value
Fertilizers by Product,Latvia,2003,t,79.0,Imputed value
Fertilizers by Product,Latvia,2005,t,153.0,Imputed value
Fertilizers by Product,Latvia,2006,t,65.0,Imputed value
Fertilizers by Product,Latvia,2002,t,136.0,Imputed value
Fertilizers by Product,Latvia,2003,t,198.0,Imputed value
Fertilizers by Product,Latvia,2007,t,881.0,Official figure
Fertilizers by Product,Latvia,2008,t,192.0,Official figure
Fertilizers by Product,Latvia,2009,t,246.0,Official figure
Fertilizers by Product,Latvia,2010,t,61.0,Official figure
Fertilizers by Product,Latvia,2012,t,418.0,Official figure
Fertilizers by Product,Latvia,2013,t,333.0,Official figure
Fertilizers by Product,Latvia,2014,t,487.0,Official figure
Fertilizers by Product,Latvia,2015,t,818.0,Official figure
Fertilizers by Product,Latvia,2016,t,422.0,Official figure
Fertilizers by Product,Latvia,2017,t,456.0,Official figure
Fertilizers by Product,Latvia,2018,t,272.0,Official figure
Fertilizers by Product,Latvia,2019,t,558.0,Official figure
Fertilizers by Product,Latvia,2020,t,521.0,Official figure
Fertilizers by Product,Latvia,2021,t,588.0,Official figure
Fertilizers by Product,Latvia,2003,t,1.0,Imputed value
Fertilizers by Product,Latvia,2003,t,259.0,Imputed value
Fertilizers by Product,Latvia,2007,t,515.0,Official figure
Fertilizers by Product,Latvia,2008,t,65.0,Official figure
Fertilizers by Product,Latvia,2009,t,786.0,Official figure
Fertilizers by Product,Latvia,2002,t,6078.0,Imputed value
Fertilizers by Product,Latvia,2003,t,1942.0,Imputed value
Fertilizers by Product,Latvia,2007,t,1946.0,Official figure
Fertilizers by Product,Latvia,2008,t,4323.0,Official figure
Fertilizers by Product,Latvia,2009,t,5930.0,Official figure
Fertilizers by Product,Latvia,2010,t,5459.0,Official figure
Fertilizers by Product,Latvia,2012,t,7901.0,Official figure
Fertilizers by Product,Latvia,2013,t,5558.0,Official figure
Fertilizers by Product,Latvia,2014,t,6446.0,Official figure
Fertilizers by Product,Latvia,2015,t,8468.0,Official figure
Fertilizers by Product,Latvia,2016,t,10815.0,Official figure
Fertilizers by Product,Latvia,2017,t,12921.0,Official figure
Fertilizers by Product,Latvia,2018,t,13787.0,Official figure
Fertilizers by Product,Latvia,2019,t,13958.0,Official figure
Fertilizers by Product,Latvia,2020,t,12413.0,Official figure
Fertilizers by Product,Latvia,2021,t,13053.0,Official figure
Fertilizers by Product,Latvia,2002,t,295.0,Imputed value
Fertilizers by Product,Latvia,2003,t,272.0,Imputed value
Fertilizers by Product,Latvia,2007,t,2091.0,Official figure
Fertilizers by Product,Latvia,2008,t,1025.0,Official figure
Fertilizers by Product,Latvia,2009,t,3356.0,Official figure
Fertilizers by Product,Latvia,2014,t,2532.0,Official figure
Fertilizers by Product,Latvia,2015,t,2831.0,Official figure
Fertilizers by Product,Latvia,2016,t,5869.0,Official figure
Fertilizers by Product,Latvia,2017,t,5217.0,Official figure
Fertilizers by Product,Latvia,2018,t,6667.0,Official figure
Fertilizers by Product,Latvia,2019,t,10697.0,Official figure
Fertilizers by Product,Latvia,2020,t,17778.0,Official figure
Fertilizers by Product,Latvia,2021,t,12907.0,Official figure
Fertilizers by Product,Lebanon,2002,t,18352.0,Imputed value
Fertilizers by Product,Lebanon,2003,t,19651.0,Imputed value
Fertilizers by Product,Lebanon,2004,t,21926.0,Imputed value
Fertilizers by Product,Lebanon,2005,t,5544.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,155.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,229.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,100.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,191.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,376.0,Imputed value
Fertilizers by Product,Lebanon,2002,t,23539.0,Imputed value
Fertilizers by Product,Lebanon,2003,t,25949.0,Imputed value
Fertilizers by Product,Lebanon,2004,t,24418.0,Imputed value
Fertilizers by Product,Lebanon,2005,t,19686.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,25278.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,18909.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,34748.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,29617.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,26954.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,2016.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,1101.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,22.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,73.0,Imputed value
Fertilizers by Product,Lebanon,2002,t,1147.0,Imputed value
Fertilizers by Product,Lebanon,2003,t,3145.0,Imputed value
Fertilizers by Product,Lebanon,2004,t,493.0,Imputed value
Fertilizers by Product,Lebanon,2005,t,1887.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,1486.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,3471.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,2501.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,1271.0,Imputed value
Fertilizers by Product,Lebanon,2013,t,6000.0,Estimated value
Fertilizers by Product,Lebanon,2014,t,6000.0,Estimated value
Fertilizers by Product,Lebanon,2015,t,6000.0,Imputed value
Fertilizers by Product,Lebanon,2016,t,6000.0,Imputed value
Fertilizers by Product,Lebanon,2002,t,1026.0,Imputed value
Fertilizers by Product,Lebanon,2003,t,1521.0,Imputed value
Fertilizers by Product,Lebanon,2004,t,2625.0,Imputed value
Fertilizers by Product,Lebanon,2005,t,2481.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,2604.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,441.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,304.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,1554.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,1091.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,37506.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,31745.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,27796.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,34667.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,41159.0,Imputed value
Fertilizers by Product,Lebanon,2013,t,40000.0,Estimated value
Fertilizers by Product,Lebanon,2014,t,40000.0,Estimated value
Fertilizers by Product,Lebanon,2015,t,40000.0,Imputed value
Fertilizers by Product,Lebanon,2016,t,40000.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,3257.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,1962.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,1186.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,6593.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,3032.0,Imputed value
Fertilizers by Product,Lebanon,2002,t,36.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,257.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,195.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,138.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,63.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,36.0,Imputed value
Fertilizers by Product,Lebanon,2002,t,472.0,Imputed value
Fertilizers by Product,Lebanon,2003,t,402.0,Imputed value
Fertilizers by Product,Lebanon,2004,t,512.0,Imputed value
Fertilizers by Product,Lebanon,2005,t,232.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,429.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,0.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,207.0,Imputed value
Fertilizers by Product,Lebanon,2002,t,1957.0,Imputed value
Fertilizers by Product,Lebanon,2003,t,1187.0,Imputed value
Fertilizers by Product,Lebanon,2004,t,2391.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,3048.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,2818.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,310.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,1859.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,2331.0,Imputed value
Fertilizers by Product,Lebanon,2002,t,2343.0,Imputed value
Fertilizers by Product,Lebanon,2003,t,1942.0,Imputed value
Fertilizers by Product,Lebanon,2004,t,3208.0,Imputed value
Fertilizers by Product,Lebanon,2005,t,2112.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,2765.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,2725.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,1363.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,3389.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,2391.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,205000.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,210000.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,250000.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,60000.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,60000.0,Imputed value
Fertilizers by Product,Lebanon,2002,t,5122.0,Imputed value
Fertilizers by Product,Lebanon,2003,t,8936.0,Imputed value
Fertilizers by Product,Lebanon,2004,t,10287.0,Imputed value
Fertilizers by Product,Lebanon,2005,t,4512.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,481.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,113.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,123.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,4069.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,7933.0,Imputed value
Fertilizers by Product,Lebanon,2013,t,30000.0,Estimated value
Fertilizers by Product,Lebanon,2014,t,30000.0,Estimated value
Fertilizers by Product,Lebanon,2015,t,30000.0,Imputed value
Fertilizers by Product,Lebanon,2016,t,30000.0,Imputed value
Fertilizers by Product,Lebanon,2003,t,47.0,Imputed value
Fertilizers by Product,Lebanon,2004,t,43.0,Imputed value
Fertilizers by Product,Lebanon,2005,t,45.0,Imputed value
Fertilizers by Product,Lebanon,2007,t,31.0,Imputed value
Fertilizers by Product,Lebanon,2008,t,90.0,Imputed value
Fertilizers by Product,Lebanon,2009,t,12.0,Imputed value
Fertilizers by Product,Lebanon,2010,t,65.0,Imputed value
Fertilizers by Product,Lebanon,2011,t,8.0,Imputed value
Fertilizers by Product,Lesotho,2016,t,19.33,Official figure
Fertilizers by Product,Lesotho,2017,t,738.0,Official figure
Fertilizers by Product,Lesotho,2018,t,121.0,Official figure
Fertilizers by Product,Lesotho,2020,t,0.86,Official figure
Fertilizers by Product,Lesotho,2017,t,1981.0,Official figure
Fertilizers by Product,Lesotho,2018,t,9889.0,Official figure
Fertilizers by Product,Lesotho,2020,t,6.3,Official figure
Fertilizers by Product,Lesotho,2015,t,566.0,Official figure
Fertilizers by Product,Lesotho,2016,t,0.06,Official figure
Fertilizers by Product,Lesotho,2017,t,122.0,Official figure
Fertilizers by Product,Lesotho,2018,t,87.0,Official figure
Fertilizers by Product,Lesotho,2020,t,0.21,Official figure
Fertilizers by Product,Lesotho,2015,t,186.0,Official figure
Fertilizers by Product,Lesotho,2016,t,0.05,Official figure
Fertilizers by Product,Lesotho,2017,t,167.0,Official figure
Fertilizers by Product,Lesotho,2018,t,545.0,Official figure
Fertilizers by Product,Lesotho,2020,t,0.21,Official figure
Fertilizers by Product,Lesotho,2015,t,0.0,Official figure
Fertilizers by Product,Lesotho,2016,t,1.0,Official figure
Fertilizers by Product,Lesotho,2017,t,1.0,Official figure
Fertilizers by Product,Lesotho,2018,t,13.0,Official figure
Fertilizers by Product,Lesotho,2020,t,1.89,Official figure
Fertilizers by Product,Libya,2004,t,80000.0,Imputed value
Fertilizers by Product,Libya,2005,t,80000.0,Imputed value
Fertilizers by Product,Libya,2006,t,80000.0,Official figure
Fertilizers by Product,Libya,2007,t,80000.0,Imputed value
Fertilizers by Product,Libya,2008,t,8000.0,Imputed value
Fertilizers by Product,Libya,2009,t,47000.0,Imputed value
Fertilizers by Product,Libya,2010,t,67000.0,Imputed value
Fertilizers by Product,Libya,2011,t,52020.0,Imputed value
Fertilizers by Product,Libya,2013,t,16000.0,Estimated value
Fertilizers by Product,Libya,2014,t,16000.0,Estimated value
Fertilizers by Product,Libya,2015,t,16000.0,Imputed value
Fertilizers by Product,Libya,2016,t,16000.0,Imputed value
Fertilizers by Product,Libya,2009,t,1122.0,Imputed value
Fertilizers by Product,Libya,2010,t,2000.0,Imputed value
Fertilizers by Product,Libya,2013,t,0.0,Imputed value
Fertilizers by Product,Libya,2014,t,1000.0,Estimated value
Fertilizers by Product,Libya,2015,t,1000.0,Imputed value
Fertilizers by Product,Libya,2016,t,1000.0,Imputed value
Fertilizers by Product,Libya,2002,t,127000.0,Imputed value
Fertilizers by Product,Libya,2003,t,50000.0,Imputed value
Fertilizers by Product,Libya,2004,t,71000.0,Imputed value
Fertilizers by Product,Libya,2005,t,133000.0,Imputed value
Fertilizers by Product,Libya,2006,t,49000.0,Imputed value
Fertilizers by Product,Libya,2013,t,22000.0,Estimated value
Fertilizers by Product,Libya,2014,t,20000.0,Estimated value
Fertilizers by Product,Libya,2015,t,20000.0,Imputed value
Fertilizers by Product,Libya,2016,t,20000.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,15037.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,233009.0,Imputed value
Fertilizers by Product,Lithuania,2009,t,218089.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,203893.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,175655.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,58327.0,Imputed value
Fertilizers by Product,Lithuania,2007,t,83981.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,80642.0,Imputed value
Fertilizers by Product,Lithuania,2009,t,70981.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,69500.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,87492.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,48960.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,5512.0,Imputed value
Fertilizers by Product,Lithuania,2009,t,21321.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,43720.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,19704.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,106945.0,Imputed value
Fertilizers by Product,Lithuania,2006,t,42398.0,Imputed value
Fertilizers by Product,Lithuania,2007,t,91274.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,78346.0,Imputed value
Fertilizers by Product,Lithuania,2009,t,17964.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,15095.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,16271.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,52838.0,Imputed value
Fertilizers by Product,Lithuania,2006,t,50811.0,Imputed value
Fertilizers by Product,Lithuania,2007,t,33985.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,8420.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,879.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,6684.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,281827.0,Imputed value
Fertilizers by Product,Lithuania,2006,t,313416.0,Imputed value
Fertilizers by Product,Lithuania,2007,t,320379.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,197189.0,Imputed value
Fertilizers by Product,Lithuania,2009,t,97500.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,168550.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,158080.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,27611.0,Imputed value
Fertilizers by Product,Lithuania,2009,t,24259.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,39855.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,88999.0,Imputed value
Fertilizers by Product,Lithuania,2015,t,0.0,Official figure
Fertilizers by Product,Lithuania,2008,t,581.0,Imputed value
Fertilizers by Product,Lithuania,2009,t,265.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,541.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,288.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,115744.0,Imputed value
Fertilizers by Product,Lithuania,2007,t,135802.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,106723.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,28993.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,34682.0,Imputed value
Fertilizers by Product,Lithuania,2007,t,393.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,507.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,153.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,10167.0,Imputed value
Fertilizers by Product,Lithuania,2007,t,14593.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,9232.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,2101.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,5964.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,16298.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,168.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,24.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,72.0,Imputed value
Fertilizers by Product,Lithuania,2007,t,4678.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,1015.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,1705.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,3547.0,Imputed value
Fertilizers by Product,Lithuania,2005,t,398891.0,Imputed value
Fertilizers by Product,Lithuania,2008,t,446907.0,Imputed value
Fertilizers by Product,Lithuania,2009,t,304720.0,Imputed value
Fertilizers by Product,Lithuania,2010,t,252330.0,Imputed value
Fertilizers by Product,Lithuania,2011,t,499977.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2017,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2018,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2019,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2020,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2021,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2002,t,3919.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,3919.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,5266.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,2770.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,4340.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2017,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2018,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2019,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2020,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2021,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2002,t,1469.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,1469.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,3795.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,3276.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,676.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,2640.06,Official figure
Fertilizers by Product,Luxembourg,2017,t,3080.85,Official figure
Fertilizers by Product,Luxembourg,2018,t,2515.74,Official figure
Fertilizers by Product,Luxembourg,2019,t,3913.19,Official figure
Fertilizers by Product,Luxembourg,2020,t,3664.06,Official figure
Fertilizers by Product,Luxembourg,2021,t,4057.92,Official figure
Fertilizers by Product,Luxembourg,2002,t,68894.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,68894.0,Imputed value
Fertilizers by Product,Luxembourg,2008,t,37103.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,44810.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,46430.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,38265.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,45949.45,Official figure
Fertilizers by Product,Luxembourg,2017,t,45369.61,Official figure
Fertilizers by Product,Luxembourg,2018,t,39131.98,Official figure
Fertilizers by Product,Luxembourg,2019,t,42110.07,Official figure
Fertilizers by Product,Luxembourg,2020,t,39106.38,Official figure
Fertilizers by Product,Luxembourg,2021,t,40675.97,Official figure
Fertilizers by Product,Luxembourg,2002,t,1.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,900.27,Official figure
Fertilizers by Product,Luxembourg,2017,t,840.53,Official figure
Fertilizers by Product,Luxembourg,2018,t,804.53,Official figure
Fertilizers by Product,Luxembourg,2019,t,844.72,Official figure
Fertilizers by Product,Luxembourg,2020,t,832.98,Official figure
Fertilizers by Product,Luxembourg,2021,t,846.93,Official figure
Fertilizers by Product,Luxembourg,2002,t,2.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,2.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2017,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2018,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2019,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2020,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2021,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2002,t,17693.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,17693.0,Imputed value
Fertilizers by Product,Luxembourg,2008,t,4184.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,3550.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,4254.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,20799.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,1022.42,Official figure
Fertilizers by Product,Luxembourg,2017,t,747.27,Official figure
Fertilizers by Product,Luxembourg,2018,t,275.0,Official figure
Fertilizers by Product,Luxembourg,2019,t,23.91,Official figure
Fertilizers by Product,Luxembourg,2020,t,1234.22,Official figure
Fertilizers by Product,Luxembourg,2021,t,1894.55,Official figure
Fertilizers by Product,Luxembourg,2016,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2017,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2018,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2019,t,1.44,Official figure
Fertilizers by Product,Luxembourg,2020,t,411.2,Official figure
Fertilizers by Product,Luxembourg,2021,t,191.67,Official figure
Fertilizers by Product,Luxembourg,2016,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2017,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2018,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2019,t,96.84,Official figure
Fertilizers by Product,Luxembourg,2020,t,67.01,Official figure
Fertilizers by Product,Luxembourg,2021,t,39.08,Official figure
Fertilizers by Product,Luxembourg,2002,t,2.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,2.0,Imputed value
Fertilizers by Product,Luxembourg,2008,t,5288.67,Imputed value
Fertilizers by Product,Luxembourg,2009,t,83.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,2004.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,1011.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2017,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2018,t,0.0,Official figure
