Domain,Area,Year,Unit,Value,Flag Description
Fertilizers by Product,Luxembourg,2019,t,396.8,Official figure
Fertilizers by Product,Luxembourg,2020,t,483.29,Official figure
Fertilizers by Product,Luxembourg,2021,t,790.24,Official figure
Fertilizers by Product,Luxembourg,2002,t,3777.0,Imputed value
Fertilizers by Product,Luxembourg,2008,t,791.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,659.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,448.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,1162.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2017,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2018,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2019,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2020,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2021,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2002,t,1744.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,1744.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,967.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,767.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,983.0,Imputed value
Fertilizers by Product,Luxembourg,2002,t,4.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,4.0,Imputed value
Fertilizers by Product,Luxembourg,2008,t,2.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,18.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,137.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2017,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2018,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2019,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2020,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2021,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2009,t,20.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,3.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,8.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2017,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2018,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2019,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2020,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2021,t,0.0,Official figure
Fertilizers by Product,Luxembourg,2002,t,900.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,900.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,121.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,567.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,264.0,Imputed value
Fertilizers by Product,Luxembourg,2008,t,2.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,3.0,Imputed value
Fertilizers by Product,Luxembourg,2002,t,6657.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,6657.0,Imputed value
Fertilizers by Product,Luxembourg,2009,t,5191.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,13541.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,13069.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,228.9,Official figure
Fertilizers by Product,Luxembourg,2017,t,177.32,Official figure
Fertilizers by Product,Luxembourg,2018,t,114.07,Official figure
Fertilizers by Product,Luxembourg,2019,t,74.14,Official figure
Fertilizers by Product,Luxembourg,2020,t,81.36,Official figure
Fertilizers by Product,Luxembourg,2021,t,88.83,Official figure
Fertilizers by Product,Luxembourg,2002,t,5163.0,Imputed value
Fertilizers by Product,Luxembourg,2003,t,5163.0,Imputed value
Fertilizers by Product,Luxembourg,2010,t,614.0,Imputed value
Fertilizers by Product,Luxembourg,2011,t,837.0,Imputed value
Fertilizers by Product,Luxembourg,2016,t,2529.4,Official figure
Fertilizers by Product,Luxembourg,2017,t,2460.41,Official figure
Fertilizers by Product,Luxembourg,2018,t,3511.95,Official figure
Fertilizers by Product,Luxembourg,2019,t,1939.57,Official figure
Fertilizers by Product,Luxembourg,2020,t,1557.9,Official figure
Fertilizers by Product,Luxembourg,2021,t,1859.19,Official figure
Fertilizers by Product,Madagascar,2002,t,22.0,Imputed value
Fertilizers by Product,Madagascar,2003,t,147.0,Imputed value
Fertilizers by Product,Madagascar,2004,t,619.0,Imputed value
Fertilizers by Product,Madagascar,2005,t,404.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,757.0,Imputed value
Fertilizers by Product,Madagascar,2007,t,503.0,Imputed value
Fertilizers by Product,Madagascar,2008,t,653.0,Official figure
Fertilizers by Product,Madagascar,2009,t,566.0,Official figure
Fertilizers by Product,Madagascar,2010,t,275.0,Official figure
Fertilizers by Product,Madagascar,2011,t,279.0,Official figure
Fertilizers by Product,Madagascar,2002,t,50.0,Imputed value
Fertilizers by Product,Madagascar,2003,t,4.0,Imputed value
Fertilizers by Product,Madagascar,2004,t,20.0,Imputed value
Fertilizers by Product,Madagascar,2005,t,164.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,20.0,Imputed value
Fertilizers by Product,Madagascar,2007,t,46.0,Imputed value
Fertilizers by Product,Madagascar,2008,t,70.0,Official figure
Fertilizers by Product,Madagascar,2009,t,17.0,Official figure
Fertilizers by Product,Madagascar,2010,t,579.0,Official figure
Fertilizers by Product,Madagascar,2011,t,629.0,Official figure
Fertilizers by Product,Madagascar,2009,t,20.0,Official figure
Fertilizers by Product,Madagascar,2010,t,20.0,Official figure
Fertilizers by Product,Madagascar,2002,t,160.0,Imputed value
Fertilizers by Product,Madagascar,2003,t,332.0,Imputed value
Fertilizers by Product,Madagascar,2004,t,99.0,Imputed value
Fertilizers by Product,Madagascar,2005,t,647.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,566.0,Imputed value
Fertilizers by Product,Madagascar,2008,t,898.0,Official figure
Fertilizers by Product,Madagascar,2009,t,1143.0,Official figure
Fertilizers by Product,Madagascar,2002,t,3.0,Imputed value
Fertilizers by Product,Madagascar,2003,t,41.0,Imputed value
Fertilizers by Product,Madagascar,2005,t,21.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,321.0,Imputed value
Fertilizers by Product,Madagascar,2002,t,9743.0,Imputed value
Fertilizers by Product,Madagascar,2003,t,4590.0,Imputed value
Fertilizers by Product,Madagascar,2004,t,12165.0,Imputed value
Fertilizers by Product,Madagascar,2005,t,26289.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,9860.0,Imputed value
Fertilizers by Product,Madagascar,2007,t,15308.0,Imputed value
Fertilizers by Product,Madagascar,2008,t,15058.0,Official figure
Fertilizers by Product,Madagascar,2009,t,8147.0,Official figure
Fertilizers by Product,Madagascar,2010,t,10493.0,Official figure
Fertilizers by Product,Madagascar,2011,t,10060.0,Official figure
Fertilizers by Product,Madagascar,2002,t,46.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,61.0,Imputed value
Fertilizers by Product,Madagascar,2008,t,52.0,Official figure
Fertilizers by Product,Madagascar,2009,t,32.0,Official figure
Fertilizers by Product,Madagascar,2010,t,4.0,Official figure
Fertilizers by Product,Madagascar,2011,t,3722.0,Official figure
Fertilizers by Product,Madagascar,2002,t,905.0,Imputed value
Fertilizers by Product,Madagascar,2003,t,86.0,Imputed value
Fertilizers by Product,Madagascar,2005,t,1029.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,253.0,Imputed value
Fertilizers by Product,Madagascar,2007,t,691.0,Imputed value
Fertilizers by Product,Madagascar,2008,t,9.0,Official figure
Fertilizers by Product,Madagascar,2003,t,762.0,Imputed value
Fertilizers by Product,Madagascar,2004,t,25.0,Imputed value
Fertilizers by Product,Madagascar,2005,t,350.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,50.0,Imputed value
Fertilizers by Product,Madagascar,2007,t,130.0,Imputed value
Fertilizers by Product,Madagascar,2008,t,1137.0,Official figure
Fertilizers by Product,Madagascar,2009,t,1.0,Official figure
Fertilizers by Product,Madagascar,2010,t,1185.0,Official figure
Fertilizers by Product,Madagascar,2011,t,1721.0,Official figure
Fertilizers by Product,Madagascar,2003,t,5.0,Imputed value
Fertilizers by Product,Madagascar,2004,t,8.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,9.0,Imputed value
Fertilizers by Product,Madagascar,2002,t,188.0,Imputed value
Fertilizers by Product,Madagascar,2003,t,325.0,Imputed value
Fertilizers by Product,Madagascar,2004,t,140.0,Imputed value
Fertilizers by Product,Madagascar,2005,t,260.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,168.0,Imputed value
Fertilizers by Product,Madagascar,2007,t,135.0,Imputed value
Fertilizers by Product,Madagascar,2009,t,1030.0,Official figure
Fertilizers by Product,Madagascar,2010,t,203.0,Official figure
Fertilizers by Product,Madagascar,2011,t,642.0,Official figure
Fertilizers by Product,Madagascar,2005,t,172.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,50.0,Imputed value
Fertilizers by Product,Madagascar,2010,t,20.0,Official figure
Fertilizers by Product,Madagascar,2002,t,2451.0,Imputed value
Fertilizers by Product,Madagascar,2003,t,7158.0,Imputed value
Fertilizers by Product,Madagascar,2004,t,1443.0,Imputed value
Fertilizers by Product,Madagascar,2005,t,6548.0,Imputed value
Fertilizers by Product,Madagascar,2006,t,4046.0,Imputed value
Fertilizers by Product,Madagascar,2007,t,4219.0,Imputed value
Fertilizers by Product,Madagascar,2008,t,10796.0,Official figure
Fertilizers by Product,Madagascar,2009,t,6108.0,Official figure
Fertilizers by Product,Madagascar,2010,t,5848.0,Official figure
Fertilizers by Product,Madagascar,2011,t,7125.0,Official figure
Fertilizers by Product,Malawi,2002,t,3022.0,Official figure
Fertilizers by Product,Malawi,2003,t,833.0,Official figure
Fertilizers by Product,Malawi,2004,t,2296.0,Official figure
Fertilizers by Product,Malawi,2005,t,2296.0,Official figure
Fertilizers by Product,Malawi,2008,t,195.6,Imputed value
Fertilizers by Product,Malawi,2009,t,716.0,Imputed value
Fertilizers by Product,Malawi,2010,t,4108.0,Imputed value
Fertilizers by Product,Malawi,2011,t,510.0,Imputed value
Fertilizers by Product,Malawi,2002,t,10952.0,Official figure
Fertilizers by Product,Malawi,2003,t,12491.0,Official figure
Fertilizers by Product,Malawi,2004,t,11480.0,Official figure
Fertilizers by Product,Malawi,2005,t,11480.0,Official figure
Fertilizers by Product,Malawi,2006,t,7755.0,Official figure
Fertilizers by Product,Malawi,2007,t,8311.0,Official figure
Fertilizers by Product,Malawi,2008,t,7203.0,Imputed value
Fertilizers by Product,Malawi,2009,t,6197.0,Imputed value
Fertilizers by Product,Malawi,2010,t,21359.0,Imputed value
Fertilizers by Product,Malawi,2011,t,13428.0,Imputed value
Fertilizers by Product,Malawi,2013,t,1230.0,Official figure
Fertilizers by Product,Malawi,2014,t,527.0,Official figure
Fertilizers by Product,Malawi,2015,t,821.29,Official figure
Fertilizers by Product,Malawi,2016,t,821.0,Imputed value
Fertilizers by Product,Malawi,2002,t,45774.0,Official figure
Fertilizers by Product,Malawi,2003,t,40998.0,Official figure
Fertilizers by Product,Malawi,2004,t,45923.0,Official figure
Fertilizers by Product,Malawi,2005,t,45923.0,Official figure
Fertilizers by Product,Malawi,2006,t,23286.0,Official figure
Fertilizers by Product,Malawi,2007,t,28364.0,Official figure
Fertilizers by Product,Malawi,2008,t,9329.1,Imputed value
Fertilizers by Product,Malawi,2009,t,7864.0,Imputed value
Fertilizers by Product,Malawi,2010,t,34496.0,Imputed value
Fertilizers by Product,Malawi,2011,t,10717.0,Imputed value
Fertilizers by Product,Malawi,2012,t,11576.0,Official figure
Fertilizers by Product,Malawi,2013,t,13288.0,Official figure
Fertilizers by Product,Malawi,2014,t,13506.0,Official figure
Fertilizers by Product,Malawi,2015,t,12713.41,Official figure
Fertilizers by Product,Malawi,2016,t,12713.41,Imputed value
Fertilizers by Product,Malawi,2002,t,4834.0,Official figure
Fertilizers by Product,Malawi,2003,t,3595.0,Official figure
Fertilizers by Product,Malawi,2004,t,4592.0,Official figure
Fertilizers by Product,Malawi,2005,t,4592.0,Official figure
Fertilizers by Product,Malawi,2006,t,10727.0,Official figure
Fertilizers by Product,Malawi,2007,t,9224.0,Official figure
Fertilizers by Product,Malawi,2009,t,8608.0,Imputed value
Fertilizers by Product,Malawi,2010,t,420.0,Imputed value
Fertilizers by Product,Malawi,2011,t,8903.0,Imputed value
Fertilizers by Product,Malawi,2002,t,1962.0,Official figure
Fertilizers by Product,Malawi,2003,t,109.0,Official figure
Fertilizers by Product,Malawi,2004,t,820.0,Official figure
Fertilizers by Product,Malawi,2005,t,820.0,Official figure
Fertilizers by Product,Malawi,2006,t,1704.0,Official figure
Fertilizers by Product,Malawi,2007,t,207.0,Imputed value
Fertilizers by Product,Malawi,2008,t,3164.0,Imputed value
Fertilizers by Product,Malawi,2009,t,5756.0,Imputed value
Fertilizers by Product,Malawi,2010,t,4030.0,Imputed value
Fertilizers by Product,Malawi,2011,t,3009.0,Imputed value
Fertilizers by Product,Malawi,2002,t,25017.0,Official figure
Fertilizers by Product,Malawi,2003,t,52126.0,Official figure
Fertilizers by Product,Malawi,2004,t,31502.0,Official figure
Fertilizers by Product,Malawi,2005,t,78085.0,Official figure
Fertilizers by Product,Malawi,2006,t,96291.0,Official figure
Fertilizers by Product,Malawi,2007,t,102682.0,Official figure
Fertilizers by Product,Malawi,2008,t,59512.21,Imputed value
Fertilizers by Product,Malawi,2009,t,84388.0,Imputed value
Fertilizers by Product,Malawi,2010,t,81855.0,Imputed value
Fertilizers by Product,Malawi,2011,t,39958.0,Imputed value
Fertilizers by Product,Malawi,2012,t,89701.0,Official figure
Fertilizers by Product,Malawi,2013,t,85971.0,Official figure
Fertilizers by Product,Malawi,2014,t,179699.0,Official figure
Fertilizers by Product,Malawi,2015,t,109684.5,Official figure
Fertilizers by Product,Malawi,2016,t,109684.5,Imputed value
Fertilizers by Product,Malawi,2002,t,52478.0,Official figure
Fertilizers by Product,Malawi,2003,t,53232.0,Official figure
Fertilizers by Product,Malawi,2004,t,78085.0,Official figure
Fertilizers by Product,Malawi,2005,t,21700.0,Official figure
Fertilizers by Product,Malawi,2006,t,15011.0,Official figure
Fertilizers by Product,Malawi,2007,t,21397.0,Official figure
Fertilizers by Product,Malawi,2008,t,5242.0,Imputed value
Fertilizers by Product,Malawi,2009,t,840.0,Imputed value
Fertilizers by Product,Malawi,2010,t,7152.0,Imputed value
Fertilizers by Product,Malawi,2011,t,7445.0,Imputed value
Fertilizers by Product,Malawi,2012,t,4256.0,Official figure
Fertilizers by Product,Malawi,2013,t,3567.0,Official figure
Fertilizers by Product,Malawi,2014,t,4869.0,Official figure
Fertilizers by Product,Malawi,2015,t,8412.46,Official figure
Fertilizers by Product,Malawi,2016,t,8412.46,Imputed value
Fertilizers by Product,Malawi,2008,t,1930.01,Imputed value
Fertilizers by Product,Malawi,2009,t,3227.0,Imputed value
Fertilizers by Product,Malawi,2010,t,2490.0,Imputed value
Fertilizers by Product,Malawi,2011,t,1521.0,Imputed value
Fertilizers by Product,Malawi,2002,t,4225.0,Official figure
Fertilizers by Product,Malawi,2003,t,6067.0,Official figure
Fertilizers by Product,Malawi,2004,t,4378.0,Official figure
Fertilizers by Product,Malawi,2008,t,2.01,Imputed value
Fertilizers by Product,Malawi,2009,t,23.0,Imputed value
Fertilizers by Product,Malawi,2010,t,23.0,Imputed value
Fertilizers by Product,Malawi,2011,t,25.0,Imputed value
Fertilizers by Product,Malawi,2002,t,648.0,Official figure
Fertilizers by Product,Malawi,2004,t,30.0,Official figure
Fertilizers by Product,Malawi,2005,t,30.0,Official figure
Fertilizers by Product,Malawi,2006,t,229.0,Official figure
Fertilizers by Product,Malawi,2007,t,121.0,Official figure
Fertilizers by Product,Malawi,2003,t,85.0,Official figure
Fertilizers by Product,Malawi,2004,t,950.0,Official figure
Fertilizers by Product,Malawi,2009,t,686.0,Imputed value
Fertilizers by Product,Malawi,2010,t,5950.0,Imputed value
Fertilizers by Product,Malawi,2011,t,1245.0,Imputed value
Fertilizers by Product,Malawi,2003,t,296.0,Official figure
Fertilizers by Product,Malawi,2004,t,150.0,Official figure
Fertilizers by Product,Malawi,2007,t,102.0,Imputed value
Fertilizers by Product,Malawi,2008,t,471.0,Imputed value
Fertilizers by Product,Malawi,2009,t,255.0,Imputed value
Fertilizers by Product,Malawi,2010,t,308.0,Imputed value
Fertilizers by Product,Malawi,2011,t,301.0,Imputed value
Fertilizers by Product,Malawi,2002,t,30.0,Official figure
Fertilizers by Product,Malawi,2003,t,78.0,Official figure
Fertilizers by Product,Malawi,2004,t,90.0,Official figure
Fertilizers by Product,Malawi,2002,t,60539.0,Official figure
Fertilizers by Product,Malawi,2003,t,57481.0,Official figure
Fertilizers by Product,Malawi,2004,t,71556.0,Official figure
Fertilizers by Product,Malawi,2005,t,71556.0,Official figure
Fertilizers by Product,Malawi,2006,t,99442.0,Official figure
Fertilizers by Product,Malawi,2007,t,115505.0,Official figure
Fertilizers by Product,Malawi,2008,t,138551.02,Imputed value
Fertilizers by Product,Malawi,2009,t,87808.0,Imputed value
Fertilizers by Product,Malawi,2010,t,120967.0,Imputed value
Fertilizers by Product,Malawi,2011,t,129900.0,Imputed value
Fertilizers by Product,Malawi,2012,t,89366.0,Official figure
Fertilizers by Product,Malawi,2013,t,90136.0,Official figure
Fertilizers by Product,Malawi,2014,t,188596.0,Official figure
Fertilizers by Product,Malawi,2015,t,107814.29,Official figure
Fertilizers by Product,Malawi,2016,t,107814.29,Imputed value
Fertilizers by Product,Malawi,2005,t,3670.0,Official figure
Fertilizers by Product,Malawi,2006,t,31060.0,Official figure
Fertilizers by Product,Malawi,2007,t,2001.0,Official figure
Fertilizers by Product,Malawi,2009,t,6200.0,Imputed value
Fertilizers by Product,Malawi,2010,t,739.0,Imputed value
Fertilizers by Product,Malaysia,2021,t,0.0,Official figure
Fertilizers by Product,Malaysia,2021,t,0.0,Official figure
Fertilizers by Product,Malaysia,2021,t,0.0,Official figure
